cell_line_display_name,gene_exp_cat,Cell Line Name,OTS964_0.004572 uM,OTS964_0.01372 uM,OTS964_0.04115 uM,OTS964_0.1235 uM,OTS964_0.3704 uM,OTS964_1.111 uM,OTS964_10.0 uM,OTS964_3.333 uM
TGBC18TKB,Medium Expression,TGBC18TKB,0.093511677,-0.134783991,-0.017018411,-3.02453986,-3.665136482,-3.427268846,-4.122860118,-4.393140237
HUG1N,High Expression,HUG1N,0.103384708,-0.180006286,0.094849738,-1.228414686,-2.815954755,-2.958454048,-2.746738744,-3.477663438
TT1TKB,Medium Expression,TT1TKB,0.070539369,0.150379464,-0.024234358,-1.922727501,-3.981056929,-3.090337863,-3.552938687,-2.812516597
TUHR4TKB,Medium Expression,TUHR4TKB,0.125758701,-0.54167275,-0.932651608,-1.200615862,-2.842959671,-3.294018555,-3.654590499,-3.920259225
HUH6,High Expression,HUH6,-0.025585067,0.147593492,-0.455010632,-1.858013974,-2.871352103,-4.730275463,-3.754619982,-3.356069272
TEN,High Expression,TEN,-0.191901723,0.224758435,0.06949893,-2.703301222,-3.347411416,-3.9255829,-3.472288214,-3.353520767
KE39,High Expression,KE39,-0.016940649,-0.184853028,-0.495949386,-3.805079163,-3.177563841,-2.45514011,-2.206877032,-2.509115389
KE97,Medium Expression,KE97,-0.01282078,-0.281418922,-1.523226106,-2.536387562,-3.486182608,-3.697509756,-3.037014853,-4.17282171
JHOC5,Low Expression,JHOC5,-0.083985619,0.180032354,-0.171185802,-1.633479239,-3.060143924,-3.746987338,-4.391910192,-4.600524909
JHOS2,Medium Expression,JHOS2,0.027168458,0.045872666,0.18117834,-1.800246385,-2.794654953,-2.994389959,-2.617341239,-3.162525292
YSCCC,High Expression,YSCCC,0.25834971,-0.063061598,-0.159367934,-1.237403275,-3.522548459,-3.158777404,-3.199451709,-3.413169754
JHUEM2,High Expression,JHUEM2,-0.003682866,-0.034210131,-0.065570571,-1.93294411,-3.398421371,-3.700098243,-3.42652648,-3.320762185
JHOM1,High Expression,JHOM1,-0.318201575,0.288601668,-0.260376005,-3.286563497,-3.57144947,-3.785948027,-4.257589794,-4.380971227
JHUEM7,High Expression,JHUEM7,-0.426947008,-0.398923657,-0.36030257,-1.618307666,-3.032325496,-3.241460914,-3.381037179,-3.290850801
RMSYM,Medium Expression,RMSYM,0.126579129,-0.415802146,0.155331715,-1.46718479,-2.521566881,-2.618986123,-3.585777599,-2.597243923
TM31,Low Expression,TM31,-0.558485309,-0.481540158,-0.609720902,-1.082030191,-3.01443815,-3.795468688,-4.770248292,-3.524889166
PK59,High Expression,PK59,-0.023653328,0.11784348,0.074531773,-1.05869364,-3.383604883,-3.059497841,-2.633216564,-3.152597732
OVK18,High Expression,OVK18,0.155736057,-0.000779382,-0.651003042,-4.312474289,-3.861055738,-4.539316355,-3.380016906,-4.0707306
SQ1,Medium Expression,SQ1,-0.219263471,-0.137640061,0.046835232,-1.805637213,-4.03044848,-3.45039885,-4.337907537,-3.610080198
NUGC4,Medium Expression,NUGC4,0.184266313,-0.28517393,-0.029573993,-2.325374202,-4.224686885,-4.106513758,-4.070517718,-3.579181643
SH10TC,Low Expression,SH10TC,0.245407149,-0.554928771,-1.032751485,-4.411692898,-4.58770478,-4.183457982,-5.294658465,-4.174700832
LI7,Medium Expression,LI7,0.181681819,-0.052644376,0.146956759,-1.543928724,-3.431204301,-3.632775127,-5.177450278,-4.665476312
TE5,Medium Expression,TE5,0.129955535,-0.061642732,-0.469715114,-3.719666382,-3.933551789,-3.974044147,-3.950041721,-4.283832918
TE6,Medium Expression,TE6,0.20503529,-0.002861787,-0.594889065,-4.444167655,-4.396551253,-3.660667184,-5.436290413,-3.587355723
TE15,Medium Expression,TE15,-0.032025078,-0.144911112,-0.881455978,-1.10220862,-3.926726779,-4.674982462,-4.828241291,-3.735301885
VMRCRCW,High Expression,VMRCRCW,0.142467779,0.079418147,0.072500168,-0.936951573,-2.716461208,-2.903100531,-3.309583802,-3.097635795
EBC1,High Expression,EBC1,0.18856048,-0.108999643,0.175746759,-1.768547026,-2.743812502,-3.05547669,-3.010693969,-3.151207648
LK2,Medium Expression,LK2,0.402660682,-0.034856362,-1.005318485,-3.680369898,-4.171608264,-4.181659675,-4.169122396,-4.62482932
PK1,Medium Expression,PK1,-0.166065094,-0.2430705,-0.160600449,-3.800039611,-3.885857896,-4.347812711,-4.649671199,-3.854822884
PK45H,High Expression,PK45H,-0.464253797,-0.090696611,0.066254162,-1.057544927,-3.050299071,-6.363339086,-4.426108857,-4.107936513
TE9,High Expression,TE9,0.364759525,0.210417364,-0.488769853,-2.111759542,-3.330577227,-3.276495683,-2.900670808,-3.326520377
TE4,Low Expression,TE4,-0.427871692,-0.134274136,0.293494451,-2.809538749,-2.611889571,-2.206490879,-1.937299762,-2.671464785
TE8,High Expression,TE8,-0.011039721,-0.294483752,-0.245904822,-1.372197416,-3.305941708,-3.066752467,-3.791351998,-4.764076724
TE10,High Expression,TE10,-0.005141085,-0.289216028,0.27298145,-0.913789563,-3.834170481,-4.499741032,-3.66690345,-3.544287719
TE11,Medium Expression,TE11,0.098067174,-0.067467306,-0.007245871,-2.772801758,-3.36664003,-3.520771411,-4.088294094,-3.259913949
TE14,High Expression,TE14,0.100015541,-0.604356081,-0.582903611,-2.236028964,-3.561765794,-3.977074152,-3.512534163,-3.262073063
GSS,Medium Expression,GSS,-0.165752312,0.389261433,-0.437494281,-2.659175152,-3.714780866,-4.517038723,-4.393865074,-3.577131103
GSU,High Expression,GSU,-0.03204586,0.213224349,-0.090811575,-1.906948278,-3.709579793,-4.358442971,-4.145077402,-4.152278531
ACCMESO1,Medium Expression,ACCMESO1,0.314874782,-1.067983701,-0.232072947,-2.232640777,-3.932731811,-4.130468432,-3.611136963,-4.087357189
G415,Medium Expression,G415,0.238184878,0.11933511,-0.409281612,-2.865499228,-2.611822802,-3.078254751,-3.501217642,-2.665742946
PK8,Medium Expression,PK8,0.34408016,0.470096602,-0.342972085,-0.97953895,-3.458263489,-4.02369674,-4.415546692,-3.450366064
PC14,Medium Expression,PC14,-0.155166856,0.208973344,-0.199240702,-2.753329026,-3.349522478,-3.764025312,-3.930267474,-4.260718943
SNU1079,Medium Expression,SNU1079,-0.163750223,-0.12542787,-0.112830169,-2.341090194,-3.252226835,-4.06368697,-3.443705451,-3.640782339
TCCPAN2,Low Expression,TCCPAN2,-0.160131214,-0.257678765,-0.295281831,-1.327089483,-2.307094181,-2.049712473,-2.770650677,-2.53742903
U266B1,High Expression,U266B1,0.322030599,-0.37335717,-0.312073931,-1.762825238,-2.527178672,-2.901028249,-3.395281716,-3.318172525
THP1,High Expression,THP1,0.194711784,-0.011132585,0.04837013,-1.00911256,-3.626046752,-3.75954648,-4.022655663,-4.307633555
GCT,High Expression,GCT,-0.225839774,0.278020651,0.066572654,-0.490953853,-3.636953313,-3.979813254,-4.463695359,-3.778263639
CHLA15,Medium Expression,CHLA15,0.40528483,-0.291918263,-0.17446899,-3.025949764,-3.196686631,-3.311744784,-3.772478273,-2.772772416
