Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cellular Response to Insulin Stimulus (GO:0032869)	5/107	0.007948638050955817	0.09224062475073513	0	0	4.280764029749831	20.696443923970744	PKM;SHC1;PDPK1;GRB2;USF1
Regulation of Protein K63-linked Ubiquitination (GO:1900044)	2/12	0.008063184958093939	0.09224062475073513	0	0	17.32085106382979	83.49423838924338	DDX3X;GPS2
'De Novo' Post-Translational Protein Folding (GO:0051084)	3/36	0.008116671618584469	0.09224062475073513	0	0	7.897824397824398	38.018824363297384	HSPA9;DNAJB1;HSPA8
Regulatory ncRNA-mediated Gene Silencing (GO:0031047)	3/36	0.008116671618584469	0.09224062475073513	0	0	7.897824397824398	38.018824363297384	HNRNPU;PABPC1;TARBP2
Negative Regulation of RNA Biosynthetic Process (GO:1902679)	12/470	0.008522666317671795	0.0961094524746681	0	0	2.317787481804949	11.044317703704527	HNRNPL;SMARCE1;HSPA8;PHC2;MYBBP1A;THAP7;CTBP1;SHC1;NR1H2;FOXM1;PHB2;MEN1
Negative Regulation of Immune Response (GO:0050777)	4/70	0.008658433250684184	0.09689513851529018	0	0	5.27923006892964	25.0722328977645	DDX39A;LONP1;ATG12;AURKB
Intrinsic Apoptotic Signaling Pathway by P53 Class Mediator (GO:0072332)	3/37	0.008758960724848412	0.09727754865627099	0	0	7.665158371040724	36.31505233267287	DDX5;MYBBP1A;PHLDA3
Negative Regulation of Apoptotic Process (GO:0043066)	12/474	0.009078085099510656	0.1000637049314483	0	0	2.2972582972582973	10.801460411499018	HSPA9;PRDX2;DDX3X;SHC1;PDPK1;ARHGDIA;BAG1;LONP1;CIAPIN1;PHB2;GRINA;HSPD1
Regulation of Sprouting Angiogenesis (GO:1903670)	3/38	0.009430225169158158	0.1012012590200936	0	0	7.445787545787546	34.72592682705909	PKM;CEMIP2;PDPK1
Negative Regulation of Defense Response to Virus (GO:0050687)	2/13	0.009457416429572185	0.1012012590200936	0	0	15.745454545454546	73.3888714333465	C1QBP;TARBP2
Regulation of Transcription of Nucleolar Large rRNA by RNA Polymerase I (GO:1901836)	2/13	0.009457416429572185	0.1012012590200936	0	0	15.745454545454546	73.3888714333465	SIRT7;NOP53
Positive Regulation of Brown Fat Cell Differentiation (GO:0090336)	2/13	0.009457416429572185	0.1012012590200936	0	0	15.745454545454546	73.3888714333465	LONP1;HNRNPU
Negative Regulation of Gene Expression (GO:0010629)	10/363	0.009617498047530301	0.10216849375130016	0	0	2.4970361033807142	11.596662972774304	DDX3X;IFRD2;CHMP1A;SERBP1;RACK1;RPL13A;DXO;PABPC1;RPS13;OVOL2
Positive Regulation of Apoptotic Process (GO:0043065)	9/313	0.010595333349212562	0.11148311413525737	0	0	2.6044840720221605	11.843478832035304	HSPA9;DDX3X;MYBBP1A;C1QBP;RACK1;SCRIB;RNPS1;PHLDA3;HSPD1
L-amino Acid Metabolic Process (GO:0170033)	2/14	0.010950592384363616	0.11148311413525737	0	0	14.432624113475176	65.15408589141114	SHMT2;P4HB
Negative Regulation of Protein Tyrosine Kinase Activity (GO:0061099)	2/14	0.010950592384363616	0.11148311413525737	0	0	14.432624113475176	65.15408589141114	ERRFI1;GPRC5A
Regulation of rRNA Processing (GO:2000232)	2/14	0.010950592384363616	0.11148311413525737	0	0	14.432624113475176	65.15408589141114	TRMT112;SIRT7
miRNA Metabolic Process (GO:0010586)	2/14	0.010950592384363616	0.11148311413525737	0	0	14.432624113475176	65.15408589141114	DDX5;KHSRP
Regulation of Aerobic Respiration (GO:1903715)	2/14	0.010950592384363616	0.11148311413525737	0	0	14.432624113475176	65.15408589141114	SHMT2;NOP53
Protein Complex Oligomerization (GO:0051259)	5/116	0.011042262714734807	0.11164108372276708	0	0	3.9319276172724447	17.717365333344034	EHD1;LETM1;STOML2;SHMT2;BEST1
Protein Stabilization (GO:0050821)	7/211	0.011316224837454309	0.1136272987103289	0	0	3.007374254049446	13.477601120725692	CDC37;BAG1;DVL1;SYVN1;PHB2;NOP53;HSPD1
RNA Stabilization (GO:0043489)	3/41	0.011620300297579673	0.11588680432824355	0	0	6.856950067476383	30.547724102696865	DKC1;HNRNPU;PABPC1
Positive Regulation of Gene Expression, Epigenetic (GO:0141137)	3/42	0.012409793541844686	0.1204120720508921	0	0	6.680802103879027	29.323839683087673	TRMT112;SIRT7;MEN1
Regulation of NLRP3 Inflammasome Complex Assembly (GO:1900225)	3/42	0.012409793541844686	0.1204120720508921	0	0	6.680802103879027	29.323839683087673	HSPA8;DDX3X;CSNK1A1
Negative Regulation of NLRP3 Inflammasome Complex Assembly (GO:1900226)	2/15	0.012540271257216164	0.1204120720508921	0	0	13.32176759410802	58.33349065951142	HSPA8;CSNK1A1
Regulation of Carbohydrate Metabolic Process (GO:0006109)	2/15	0.012540271257216164	0.1204120720508921	0	0	13.32176759410802	58.33349065951142	PDPK1;ADIPOR1
Regulation of Cholesterol Storage (GO:0010885)	2/15	0.012540271257216164	0.1204120720508921	0	0	13.32176759410802	58.33349065951142	EHD1;NR1H2
Chromatin Organization (GO:0006325)	9/322	0.012568464432295614	0.1204120720508921	0	0	2.5284597275937446	11.065966894224593	SMARCE1;CHTOP;MYBBP1A;THAP7;DDX56;HNRNPU;HDGF;BRD4;HMGN1
Mitotic Sister Chromatid Segregation (GO:0000070)	5/120	0.01264901711857939	0.1204120720508921	0	0	3.7944152923538232	16.58226175285074	PPP1CC;BECN1;CHMP1A;KIF22;AURKB
Negative Regulation of mRNA Catabolic Process (GO:1902373)	3/43	0.013229325484111147	0.1219760450296034	0	0	6.513461538461539	28.17280081073954	CSDE1;HNRNPU;PABPC1
RNA Transport (GO:0050658)	3/43	0.013229325484111147	0.1219760450296034	0	0	6.513461538461539	28.17280081073954	DDX39A;POM121C;HNRNPA1
Cell Cycle G2/M Phase Transition (GO:0044839)	3/43	0.013229325484111147	0.1219760450296034	0	0	6.513461538461539	28.17280081073954	ENSA;FOXM1;AURKB
Cellular Response to Glucose Starvation (GO:0042149)	3/43	0.013229325484111147	0.1219760450296034	0	0	6.513461538461539	28.17280081073954	BECN1;MYBBP1A;HNRNPA1
mRNA Transcription (GO:0009299)	3/43	0.013229325484111147	0.1219760450296034	0	0	6.513461538461539	28.17280081073954	DDX5;NR1H2;TAF10
Transcription Initiation at RNA Polymerase II Promoter (GO:0006367)	5/122	0.013508789076985958	0.12291421076500342	0	0	3.7291850869437075	16.051959340836692	TRMT112;MED10;TAF10;SIRT7;MEN1
Regulation of Phosphatidylinositol 3-Kinase/Protein Kinase B Signal Transduction (GO:0051896)	7/219	0.013657795540919494	0.12291421076500342	0	0	2.8927399507793274	12.419819352851574	BECN1;PDPK1;C1QBP;RACK1;SIRT7;NOP53;PHLDA3
Negative Regulation of Cell Differentiation (GO:0045596)	7/219	0.013657795540919494	0.12291421076500342	0	0	2.8927399507793274	12.419819352851574	WWTR1;NR1H2;HNRNPU;GPS2;ADIPOR1;OVOL2;MEN1
Negative Regulation of Cellular Component Organization (GO:0051129)	4/80	0.013669705914679618	0.12291421076500342	0	0	4.582335667494918	19.67001101239896	DNAJB1;HSPA8;DDX3X;NOP53
Regulation of Telomere Maintenance via Telomerase (GO:0032210)	3/44	0.014079050503913745	0.12291421076500342	0	0	6.354283927454659	27.088740447512677	DKC1;HNRNPU;HNRNPA1
Response to Unfolded Protein (GO:0006986)	3/44	0.014079050503913745	0.12291421076500342	0	0	6.354283927454659	27.088740447512677	DNAJB1;HSPA8;HSPD1
Negative Regulation of Signaling Receptor Activity (GO:2000272)	2/16	0.014224054148823015	0.12291421076500342	0	0	12.369604863221884	52.60571276788989	ERRFI1;GPRC5A
Regulation of Triglyceride Biosynthetic Process (GO:0010866)	2/16	0.014224054148823015	0.12291421076500342	0	0	12.369604863221884	52.60571276788989	CTDNEP1;NR1H2
Endoplasmic Reticulum to Cytosol Transport (GO:1903513)	2/16	0.014224054148823015	0.12291421076500342	0	0	12.369604863221884	52.60571276788989	SYVN1;AUP1
Positive Regulation of Transcription by RNA Polymerase III (GO:0045945)	2/16	0.014224054148823015	0.12291421076500342	0	0	12.369604863221884	52.60571276788989	MYBBP1A;DDX56
Wound Healing (GO:0042060)	4/81	0.01425335322650108	0.12291421076500342	0	0	4.522601861657655	19.224509045345787	NACA;CHMP1A;PLEC;DCBLD2
Negative Regulation of Protein Phosphorylation (GO:0001933)	4/83	0.015467470104280828	0.13260415890570582	0	0	4.407670994730266	18.375651619846447	ERRFI1;RACK1;TARBP2;MEN1
Regulation of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0000079)	3/46	0.015869606899594574	0.13447886540350085	0	0	6.058139534883721	25.100989502344838	CDC37;LONP1;MEN1
Macromolecule Catabolic Process (GO:0009057)	3/46	0.015869606899594574	0.13447886540350085	0	0	6.058139534883721	25.100989502344838	BECN1;LONP1;MAGEA2
Regulation of Brown Fat Cell Differentiation (GO:0090335)	2/17	0.015999584177247807	0.1348010942749729	0	0	11.544397163120568	47.73830509702379	LONP1;HNRNPU
Macromolecule Modification (GO:0043412)	4/84	0.016098188014285506	0.1348568207368146	0	0	4.352360515021459	17.971107912893668	RABGGTB;FBXO22;UBA52;UBE2M
Regulation of Cell Division (GO:0051302)	4/85	0.01674483720761672	0.13947688264980745	0	0	4.298415726169661	17.57908161722303	BECN1;RACK1;HDGF;AURKB
Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173)	3/48	0.01778234333252038	0.1423338271443721	0	0	5.7883190883190885	23.32431690824676	PDPK1;SHC1;GRB2
Regulation of Cytoplasmic Pattern Recognition Receptor Signaling Pathway (GO:0039531)	2/18	0.017864545835310004	0.1423338271443721	0	0	10.822340425531914	43.55924067656967	NOP53;TARBP2
Nucleobase-Containing Small Molecule Metabolic Process (GO:0055086)	2/18	0.017864545835310004	0.1423338271443721	0	0	10.822340425531914	43.55924067656967	GUK1;AK2
Retrograde Protein Transport, ER to Cytosol (GO:0030970)	2/18	0.017864545835310004	0.1423338271443721	0	0	10.822340425531914	43.55924067656967	SYVN1;AUP1
Positive Regulation of Sprouting Angiogenesis (GO:1903672)	2/18	0.017864545835310004	0.1423338271443721	0	0	10.822340425531914	43.55924067656967	PKM;PDPK1
Positive Regulation of Triglyceride Metabolic Process (GO:0090208)	2/18	0.017864545835310004	0.1423338271443721	0	0	10.822340425531914	43.55924067656967	CTDNEP1;NR1H2
Mitochondrial Calcium Ion Transmembrane Transport (GO:0006851)	2/18	0.017864545835310004	0.1423338271443721	0	0	10.822340425531914	43.55924067656967	HSPA9;LETM1
Regulation of Cellular Respiration (GO:0043457)	2/18	0.017864545835310004	0.1423338271443721	0	0	10.822340425531914	43.55924067656967	SHMT2;NOP53
Negative Regulation of Inflammasome-Mediated Signaling Pathway (GO:0141086)	2/19	0.019816664354917825	0.15291054063577	0	0	10.185231539424281	39.938656462833	HSPA8;CSNK1A1
Regulation of Protein Neddylation (GO:2000434)	2/19	0.019816664354917825	0.15291054063577	0	0	10.185231539424281	39.938656462833	DCUN1D5;GPS1
Maturation of 5.8S rRNA Frm Tricistronic rRNA Trnscpt (GO:0000466)	2/19	0.019816664354917825	0.15291054063577	0	0	10.185231539424281	39.938656462833	PES1;FTSJ3
Regulation of RIG-I Signaling Pathway (GO:0039535)	2/19	0.019816664354917825	0.15291054063577	0	0	10.185231539424281	39.938656462833	C1QBP;NOP53
RNA Methylation (GO:0001510)	3/50	0.019817873615822854	0.15291054063577	0	0	5.541462084015276	21.729020646465305	TRMT112;FTSJ3;SNRPB
Transcription Initiation-Coupled Chromatin Remodeling (GO:0045815)	3/50	0.019817873615822854	0.15291054063577	0	0	5.541462084015276	21.729020646465305	TRMT112;SIRT7;MEN1
Regulation of Lipid Metabolic Process (GO:0019216)	3/51	0.02088180909313341	0.15944131317986238	0	0	5.425747863247863	20.99155045033953	GPS2;ADIPOR1;CERS2
Autophagosome Maturation (GO:0097352)	3/51	0.02088180909313341	0.15944131317986238	0	0	5.425747863247863	20.99155045033953	BECN1;CHMP1A;ATG12
Negative Regulation of Intracellular Signal Transduction (GO:1902532)	8/296	0.021660255424217935	0.1645281577818834	0	0	2.43498301795245	9.331527576775766	DDX3X;RACK1;SIRT7;ADIPOR1;NOP53;TARBP2;OVOL2;PHLDA3
Hippo Signaling (GO:0035329)	2/20	0.02185370508149407	0.1651419157189191	0	0	9.618912529550828	36.77680398560729	WWTR1;AMOTL2
Regulation of Cell Development (GO:0060284)	3/52	0.02197656005827473	0.1652186515150295	0	0	5.314756671899529	20.29056559105251	ANXA2;NACA;FBXO22
Mitochondrial Translation (GO:0032543)	4/94	0.023298844459021025	0.174265846821045	0	0	3.8668574153552693	14.536876277576354	MRPL53;MRPS11;TUFM;MRPL55
Negative Regulation of Telomere Maintenance via Telomerase (GO:0032211)	2/21	0.023973472871821746	0.1757255561504534	0	0	9.112206047032474	33.995885358156634	HNRNPU;HNRNPA1
Chaperone-Mediated Protein Complex Assembly (GO:0051131)	2/21	0.023973472871821746	0.1757255561504534	0	0	9.112206047032474	33.995885358156634	LONP1;HSPD1
Entrainment of Circadian Clock by Photoperiod (GO:0043153)	2/21	0.023973472871821746	0.1757255561504534	0	0	9.112206047032474	33.995885358156634	PPP1CC;PPP1CA
Negative Regulation of ERBB Signaling Pathway (GO:1901185)	2/21	0.023973472871821746	0.1757255561504534	0	0	9.112206047032474	33.995885358156634	ERRFI1;RNF126
Retrograde Transport, Endosome to Golgi (GO:0042147)	4/95	0.02411032064464094	0.1758494033086747	0	0	3.8241758241758244	14.245495825256691	RNF126;YKT6;BET1L;SNX5
Regulation of Signal Transduction by P53 Class Mediator (GO:1901796)	3/54	0.024258528119782644	0.17605446645347206	0	0	5.105832076420311	18.988523363406397	NOP2;NOP53;AURKB
Positive Regulation of Cell Population Proliferation (GO:0008284)	11/483	0.024626460428588577	0.1778442905828121	0	0	2.051053697315134	7.596967088309316	FOSL1;WWTR1;SHC1;CDK4;NACA;CNBP;NOP2;LONP1;HNRNPU;IL13RA2;FOXM1
Positive Regulation of Programmed Cell Death (GO:0043068)	7/248	0.025060139524013172	0.18008904187354563	0	0	2.540988634313549	9.36729555272876	HSPA9;DDX3X;C1QBP;RACK1;SCRIB;RNPS1;PHLDA3
Metaphase Chromosome Alignment (GO:0051310)	3/55	0.025445720673557957	0.18185216880412197	0	0	5.007396449704142	18.383192385810382	BECN1;CHMP1A;KIF22
Regulation of Programmed Cell Death (GO:0043067)	6/195	0.0255967039753269	0.18185216880412197	0	0	2.772349343777915	10.161469002514707	PRDX2;BECN1;PSMC5;CDK11A;CDK11B;NOP53
Regulation of Mitotic Spindle Assembly (GO:1901673)	2/22	0.02617381147180746	0.18185216880412197	0	0	8.656170212765957	31.53439285670289	CHMP1A;HNRNPU
Photoperiodism (GO:0009648)	2/22	0.02617381147180746	0.18185216880412197	0	0	8.656170212765957	31.53439285670289	PPP1CC;PPP1CA
Positive Regulation of Cholesterol Efflux (GO:0010875)	2/22	0.02617381147180746	0.18185216880412197	0	0	8.656170212765957	31.53439285670289	NR1H2;GPS2
Positive Regulation of Interferon-Alpha Production (GO:0032727)	2/22	0.02617381147180746	0.18185216880412197	0	0	8.656170212765957	31.53439285670289	DDX3X;HSPD1
Positive Regulation of Telomere Maintenance via Telomerase (GO:0032212)	2/22	0.02617381147180746	0.18185216880412197	0	0	8.656170212765957	31.53439285670289	DKC1;HNRNPA1
mRNA Stabilization (GO:0048255)	3/56	0.02666368046551555	0.18438186586059338	0	0	4.912675374939526	17.80576061650557	CSDE1;HNRNPU;PABPC1
Negative Regulation of Protein Metabolic Process (GO:0051248)	5/146	0.027018528849700813	0.18595851311578118	0	0	3.090761799951088	11.161459136128805	DDX3X;IFRD2;SERBP1;RACK1;RPL13A
Cytosolic Transport (GO:0016482)	4/99	0.02752625638396787	0.18856771896680793	0	0	3.6624350576010842	13.157718949476012	RNF126;YKT6;SNX5;BET1L
ERBB Signaling Pathway (GO:0038127)	3/57	0.027912362723002116	0.1887398908792583	0	0	4.821462488129155	17.254498280523197	PDPK1;SHC1;GRB2
Cellular Response to Chemical Stress (GO:0062197)	4/100	0.028423046490016778	0.1887398908792583	0	0	3.6241058655221745	12.903828139594639	PRDX2;DDX3X;LONP1;PYCR1
Response to UV (GO:0009411)	4/100	0.028423046490016778	0.1887398908792583	0	0	3.6241058655221745	12.903828139594639	SDF4;AURKB;USF1;MEN1
Negative Regulation of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902176)	2/23	0.02845260292245299	0.1887398908792583	0	0	8.243566362715299	29.343103327159632	RACK1;PYCR1
Positive Regulation of Cell Cycle G2/M Phase Transition (GO:1902751)	2/23	0.02845260292245299	0.1887398908792583	0	0	8.243566362715299	29.343103327159632	CDK4;BRD4
Iron-Sulfur Cluster Assembly (GO:0016226)	2/23	0.02845260292245299	0.1887398908792583	0	0	8.243566362715299	29.343103327159632	HSPA9;CIAPIN1
Metallo-Sulfur Cluster Assembly (GO:0031163)	2/23	0.02845260292245299	0.1887398908792583	0	0	8.243566362715299	29.343103327159632	HSPA9;CIAPIN1
mRNA Metabolic Process (GO:0016071)	4/101	0.02933706390464196	0.19373034091984284	0	0	3.5865669660634487	12.656649016103245	DDX5;DXO;SRSF7;SRSF9
Positive Regulation of Protein Metabolic Process (GO:0051247)	6/202	0.029719779253287133	0.19470147028469706	0	0	2.6724092234296317	9.39603713052578	DDX3X;EIF6;CSDE1;NR1H2;EEF2;OAZ2
Protein Modification by Small Protein Conjugation (GO:0032446)	8/315	0.029876463200968952	0.19470147028469706	0	0	2.2821216733283074	8.011808712108166	RNF126;DCUN1D5;GPS1;RACK1;SYVN1;FAU;UBA52;UBE2M
Protein Localization to Organelle (GO:0033365)	5/150	0.02988255853619157	0.19470147028469706	0	0	3.0049048751486325	10.548659353566544	CTDNEP1;EHD1;DDX3X;DVL1;AUP1
Positive Regulation of DNA-templated Transcription Initiation (GO:2000144)	3/59	0.03050165455809537	0.19636602778467085	0	0	4.648809523809524	16.22422599163892	FOSL1;MED10;TAF10
Negative Regulation of Extrinsic Apoptotic Signaling Pathway via Death Domain Receptors (GO:1902042)	2/24	0.030807766978495427	0.19636602778467085	0	0	7.868471953578337	27.382191487440203	DDX3X;GRINA
RNA Splicing, via Transesterification Reactions (GO:0000375)	2/24	0.030807766978495427	0.19636602778467085	0	0	7.868471953578337	27.382191487440203	KHSRP;WDR83
Regulation of Myotube Differentiation (GO:0010830)	2/24	0.030807766978495427	0.19636602778467085	0	0	7.868471953578337	27.382191487440203	NACA;FBXO22
Protein Targeting to Lysosome (GO:0006622)	2/24	0.030807766978495427	0.19636602778467085	0	0	7.868471953578337	27.382191487440203	BECN1;HSPA8
Chromatin Remodeling (GO:0006338)	7/261	0.03183274752468542	0.20202081329518973	0	0	2.409380349195481	8.30575983444353	SMARCE1;CHTOP;MYBBP1A;DDX56;HDGF;SIRT7;BRD4
Regulation of DNA-templated Transcription (GO:0006355)	34/2139	0.03267765443413955	0.2030242662845591	0	0	1.4526473444648562	4.969599222971587	DDX5;CTBP1;SHC1;GPS2;FOXM1;PHB2;NPAS2;TIAL1;PCBP4;KHSRP;DVL1;E2F6;SNX5;BRD4;MEN1;SMARCE1;WWTR1;HSPA8;PHC2;CDK11A;NR1H2;CNBP;TAF10;SIRT7;SOX10;CDK11B;USF1;OVOL2;MLF2;FOSL1;HNRNPL;PSMC5;MYBBP1A;THAP7
Protein-Containing Complex Assembly (GO:0065003)	8/321	0.0328643632128284	0.2030242662845591	0	0	2.2377052611018877	7.6425833468781965	BECN1;STOML2;CSNK2B;LONP1;SLC2A1;EIF4H;BEST1;HSPD1
Modification-Dependent Protein Catabolic Process (GO:0019941)	6/207	0.03291763655505601	0.2030242662845591	0	0	2.6052852620016798	8.893783963995746	RNF126;LONP1;SYVN1;FAU;UBA52;FBXO22
Autophagy of Mitochondrion (GO:0000422)	3/61	0.03321299944192463	0.2030242662845591	0	0	4.4880636604774535	15.281021670995841	BECN1;PHB2;ATG12
Negative Regulation of Non-Canonical NF-kappaB Signal Transduction (GO:1901223)	2/25	0.0332372605104326	0.2030242662845591	0	0	7.5259944495837185	25.619115241653475	DDX3X;ADIPOR1
Nucleic Acid Metabolic Process (GO:0090304)	2/25	0.0332372605104326	0.2030242662845591	0	0	7.5259944495837185	25.619115241653475	WDR74;DXO
Stress Granule Assembly (GO:0034063)	2/25	0.0332372605104326	0.2030242662845591	0	0	7.5259944495837185	25.619115241653475	DDX3X;CSDE1
Positive Regulation of Telomere Maintenance via Telomere Lengthening (GO:1904358)	2/25	0.0332372605104326	0.2030242662845591	0	0	7.5259944495837185	25.619115241653475	DKC1;HNRNPA1
Receptor Clustering (GO:0043113)	2/25	0.0332372605104326	0.2030242662845591	0	0	7.5259944495837185	25.619115241653475	DVL1;SCRIB
ATP Metabolic Process (GO:0046034)	3/62	0.03461420626364285	0.21055778581950382	0	0	4.411777488048674	14.838974296517009	HSPA8;LDHA;PKM
Regulation of Fatty Acid Biosynthetic Process (GO:0042304)	2/26	0.03573907695657273	0.21385096660545153	0	0	7.212056737588653	24.02704344170945	EIF6;NR1H2
Protein Exit From Endoplasmic Reticulum (GO:0032527)	2/26	0.03573907695657273	0.21385096660545153	0	0	7.212056737588653	24.02704344170945	SYVN1;AUP1
Macromolecule Methylation (GO:0043414)	2/26	0.03573907695657273	0.21385096660545153	0	0	7.212056737588653	24.02704344170945	FTSJ3;SNRPB
Negative Regulation of DNA Biosynthetic Process (GO:2000279)	2/26	0.03573907695657273	0.21385096660545153	0	0	7.212056737588653	24.02704344170945	HNRNPU;HNRNPA1
Regulation of Gene Expression (GO:0010468)	20/1126	0.036166510913980085	0.21466015381774506	0	0	1.6046532945558787	5.326841899517636	WWTR1;CDK11A;DDX3X;CNBP;TAF10;ZBTB45;CDK11B;OVOL2;MLF2;HNRNPL;MYBBP1A;HNRNPDL;THAP7;HNRNPH1;CDK4;CHMP1A;DVL1;RACK1;HNRNPA1;SLC38A2
Regulation of Cellular Component Organization (GO:0051128)	5/158	0.03616716097747819	0.21466015381774506	0	0	2.8466587784539104	9.449779090974065	HSPA8;CDK11A;DCUN1D5;HNRNPU;CDK11B
Regulation of Interferon-Alpha Production (GO:0032647)	2/27	0.038311245736515155	0.22376209661247498	0	0	6.923234042553191	22.58367116541495	DDX3X;HSPD1
Regulation of Myeloid Cell Differentiation (GO:0045637)	2/27	0.038311245736515155	0.22376209661247498	0	0	6.923234042553191	22.58367116541495	HSPA9;EIF6
Nuclear-Transcribed mRNA Catabolic Process, Nonsense-Mediated Decay (GO:0000184)	2/27	0.038311245736515155	0.22376209661247498	0	0	6.923234042553191	22.58367116541495	RBM8A;RNPS1
Regulation of Transcription by RNA Polymerase III (GO:0006359)	2/27	0.038311245736515155	0.22376209661247498	0	0	6.923234042553191	22.58367116541495	MYBBP1A;DDX56
Macroautophagy (GO:0016236)	5/161	0.038718372274694934	0.22524259426469354	0	0	2.791500884173298	9.076400582152049	BECN1;CHMP1A;AUP1;PHB2;ATG12
Regulation of Cellular Response to Stress (GO:0080135)	4/111	0.039432708949943183	0.22827142684069948	0	0	3.249769363443103	10.507023114936002	DNAJB1;TAF10;SIRT7;SLC38A2
Regulation of Type I Interferon Production (GO:0032479)	3/66	0.0405198511827376	0.22827142684069948	0	0	4.130850630850631	13.243355405843888	DDX3X;DDX56;ATG12
Regulation of Viral Genome Replication (GO:0045069)	3/66	0.0405198511827376	0.22827142684069948	0	0	4.130850630850631	13.243355405843888	DDX3X;PABPC1;TARBP2
ADP Catabolic Process (GO:0046032)	2/28	0.04095183169106682	0.22827142684069948	0	0	6.656628477905073	21.270315984094992	LDHA;PKM
Regulation of Glucose Metabolic Process (GO:0010906)	2/28	0.04095183169106682	0.22827142684069948	0	0	6.656628477905073	21.270315984094992	PDPK1;ADIPOR1
Negative Regulation of Telomere Maintenance via Telomere Lengthening (GO:1904357)	2/28	0.04095183169106682	0.22827142684069948	0	0	6.656628477905073	21.270315984094992	HNRNPU;HNRNPA1
